speaker_id;filename;class_name;filepath;target
LA_0069;LA_D_3661966;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_3661966.flac;1
LA_0080;LA_T_5452933;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5452933.flac;1
LA_0080;LA_T_9275387;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_9275387.flac;1
LA_0048;LA_E_1091453;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1091453.flac;1
LA_0075;LA_D_7193826;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_7193826.flac;1
LA_0032;LA_E_2192896;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2192896.flac;0
LA_0094;LA_T_4034344;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_4034344.flac;1
LA_0043;LA_E_9101270;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_9101270.flac;1
LA_0033;LA_E_1735006;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1735006.flac;1
LA_0024;LA_E_5337353;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5337353.flac;0
LA_0004;LA_E_4163965;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4163965.flac;0
LA_0083;LA_T_2321504;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_2321504.flac;1
LA_0042;LA_E_4293094;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4293094.flac;1
LA_0051;LA_E_2335166;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2335166.flac;0
LA_0008;LA_E_5926122;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5926122.flac;1
LA_0082;LA_T_5410850;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5410850.flac;1
LA_0092;LA_T_7219713;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_7219713.flac;1
LA_0021;LA_E_2612795;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2612795.flac;1
LA_0091;LA_T_5265204;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5265204.flac;0
LA_0072;LA_D_5326644;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_5326644.flac;1
LA_0004;LA_E_3829092;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_3829092.flac;1
LA_0071;LA_D_8701190;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_8701190.flac;1
LA_0087;LA_T_6015645;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6015645.flac;0
LA_0009;LA_E_2748559;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2748559.flac;1
LA_0017;LA_E_7864630;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7864630.flac;0
LA_0068;LA_E_2458204;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2458204.flac;0
LA_0017;LA_E_5441895;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5441895.flac;1
LA_0090;LA_T_6265028;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6265028.flac;1
LA_0040;LA_E_9030189;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_9030189.flac;1
LA_0074;LA_D_1459930;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_1459930.flac;0
LA_0093;LA_T_5758696;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5758696.flac;1
LA_0071;LA_D_5861399;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_5861399.flac;1
LA_0011;LA_E_1708938;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1708938.flac;0
LA_0037;LA_E_5412721;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5412721.flac;1
LA_0045;LA_E_6946543;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6946543.flac;1
LA_0017;LA_E_3366466;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_3366466.flac;1
LA_0050;LA_E_4596201;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4596201.flac;0
LA_0033;LA_E_4346479;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4346479.flac;0
LA_0033;LA_E_8613990;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8613990.flac;1
LA_0098;LA_T_4769276;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_4769276.flac;1
LA_0039;LA_E_7570712;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7570712.flac;0
LA_0019;LA_E_1261818;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1261818.flac;1
LA_0089;LA_T_8851782;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_8851782.flac;1
LA_0042;LA_E_8336849;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8336849.flac;1
LA_0021;LA_E_5761384;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5761384.flac;1
LA_0049;LA_E_7705713;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7705713.flac;0
LA_0020;LA_E_7590835;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7590835.flac;1
LA_0009;LA_E_1925654;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1925654.flac;0
LA_0080;LA_T_4448091;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_4448091.flac;1
LA_0012;LA_E_2578701;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2578701.flac;0
LA_0018;LA_E_8500356;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8500356.flac;0
LA_0069;LA_D_5057411;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_5057411.flac;1
LA_0064;LA_E_3526002;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_3526002.flac;0
LA_0089;LA_T_6869854;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6869854.flac;0
LA_0032;LA_E_5547723;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5547723.flac;1
LA_0006;LA_E_7957159;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7957159.flac;1
LA_0017;LA_E_6357750;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6357750.flac;1
LA_0054;LA_E_1973613;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1973613.flac;0
LA_0095;LA_T_6169190;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6169190.flac;1
LA_0013;LA_E_8229432;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8229432.flac;1
LA_0027;LA_E_9222320;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_9222320.flac;1
LA_0087;LA_T_9760524;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_9760524.flac;1
LA_0080;LA_T_9683366;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_9683366.flac;1
LA_0069;LA_D_8504203;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_8504203.flac;1
LA_0020;LA_E_5982099;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5982099.flac;0
LA_0071;LA_D_1565390;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_1565390.flac;0
LA_0081;LA_T_5377867;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5377867.flac;1
LA_0077;LA_D_8370984;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_8370984.flac;1
LA_0076;LA_D_3750214;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_3750214.flac;1
LA_0029;LA_E_2298237;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2298237.flac;0
LA_0108;LA_D_9272636;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_9272636.flac;0
LA_0005;LA_E_5111290;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5111290.flac;0
LA_0034;LA_E_2935649;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2935649.flac;1
LA_0047;LA_E_9346260;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_9346260.flac;0
LA_0003;LA_E_4741108;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4741108.flac;0
LA_0029;LA_E_2736804;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2736804.flac;0
LA_0086;LA_T_2055383;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_2055383.flac;1
LA_0095;LA_T_6442639;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6442639.flac;0
LA_0044;LA_E_7720201;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7720201.flac;1
LA_0082;LA_T_2643667;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_2643667.flac;1
LA_0005;LA_E_1701685;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1701685.flac;0
LA_0040;LA_E_3270284;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_3270284.flac;0
LA_0078;LA_D_4748747;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_4748747.flac;0
LA_0084;LA_T_9641181;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_9641181.flac;1
LA_0034;LA_E_6350292;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6350292.flac;0
LA_0083;LA_T_2841809;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_2841809.flac;1
LA_0088;LA_T_5480120;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_5480120.flac;1
LA_0008;LA_E_9059311;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_9059311.flac;0
LA_0020;LA_E_6298488;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6298488.flac;1
LA_0078;LA_D_1115081;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_1115081.flac;1
LA_0042;LA_E_4960301;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4960301.flac;0
LA_0014;LA_E_8018292;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8018292.flac;1
LA_0036;LA_E_1193988;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_1193988.flac;1
LA_0022;LA_E_2406410;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_2406410.flac;0
LA_0003;LA_E_6465941;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6465941.flac;1
LA_0012;LA_E_7360981;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_7360981.flac;1
LA_0033;LA_E_8010593;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8010593.flac;1
LA_0073;LA_D_4004968;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_4004968.flac;0
LA_0089;LA_T_4707993;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_4707993.flac;0
LA_0033;LA_E_6285020;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6285020.flac;1
LA_0044;LA_E_6531800;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6531800.flac;0
LA_0087;LA_T_9265295;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_9265295.flac;1
LA_0025;LA_E_5364047;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5364047.flac;1
LA_0023;LA_E_5171892;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_5171892.flac;0
LA_0027;LA_E_8236453;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8236453.flac;1
LA_0008;LA_E_4281506;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4281506.flac;1
LA_0056;LA_E_8848495;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_8848495.flac;0
LA_0080;LA_T_3848559;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_3848559.flac;1
LA_0051;LA_E_6781984;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_6781984.flac;0
LA_0003;LA_E_4819766;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_eval\flac\LA_E_4819766.flac;0
LA_0077;LA_D_6854305;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_6854305.flac;1
LA_0076;LA_D_5498432;spoof;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_dev\flac\LA_D_5498432.flac;1
LA_0089;LA_T_8305834;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_8305834.flac;0
LA_0098;LA_T_6320963;bonafide;D:\sem 7\Bismillah Skripsi\Voice Recog\Data\ASVSPOOF 2019\LA\ASVspoof2019_LA_train\flac\LA_T_6320963.flac;0
